0.02684564,0.0,0.0,0.12275836,0.670893,0.0,0.10849854,0.2684564,0.0,0.39028478,0.3369655,0.0,0.15586591,0.32450366,0.0,0.0
0.0,0.0,0.0,0.24303675,0.099632666,0.0,0.10149264,0.0,0.0,0.35395327,0.0,0.14018013,0.0,0.0,0.0,0.0
0.033231556,0.0,0.0,0.47423166,0.1562999,0.0,0.34620336,0.09913667,0.0,0.31049183,0.0,0.0,0.084070876,0.0,0.0,0.0
0.039059475,0.4548259,0.30571792,0.14104812,0.525319,0.0,0.23522484,0.19597937,0.0,0.0,0.1567339,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.45054796,0.14309408,0.0,0.050405324,0.0,0.024613671,0.0,0.107940555,0.0,0.0,0.15946187,0.02021173,0.109242536
0.11271449,0.30106798,0.39797267,0.3438474,0.0,0.0,0.0,0.0,0.14799201,0.39437672,0.0,0.0,0.14650404,0.24830668,0.0,0.0
0.064727135,0.18444753,0.0,0.21526112,0.28904012,0.03943147,0.0,0.0,0.0,0.028891614,0.0,0.0,0.022443699,0.0,0.0,0.10025266
0.0,0.29784402,0.078304954,0.0,0.1646078,0.0,0.0,0.4704497,0.0,0.031309582,0.18023159,0.0,0.0,0.015561791,0.0,0.0
0.074833,0.13621217,0.0,0.33132356,0.24130076,0.0,0.0,0.022505699,0.0,0.3221477,0.0,0.0,0.18382753,0.0,0.07551499,0.0
0.0,0.11569045,0.0,0.5467087,0.16194183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19752936,0.149604,0.0,0.18599752
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20701523,0.0,0.0,0.13540618,0.0,0.5815522,0.16553779,0.0,0.27812827
0.0,0.11885241,0.4405041,0.00371995,0.24737668,0.005579925,0.0,0.0,0.22102705,0.0,0.0,0.0,0.0,0.13280222,0.0,0.0
0.0,0.0,0.14340408,0.20441127,0.04773936,0.0,0.0,0.0,0.0,0.03360355,0.0,0.0,0.0,0.0039059478,0.0,0.0
0.0,0.059767198,0.0,0.077126965,0.0,0.0,0.081466906,0.021575712,0.059271205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022009706,0.0,0.0,0.28079423,0.3881768,0.08853482,0.0,0.0,0.13329822,0.0,0.0,0.0086178845,0.0,0.0,0.0,0.0
0.0,0.05387728,0.13987012,0.0,0.10087265,0.0,0.0,0.56456447,0.0,0.0,0.0,0.056295246,0.0,0.10763056,0.0,0.048297353
0.022505699,0.0,0.09510673,0.0,0.061875172,0.0,0.30838388,0.0,0.08642684,0.0,0.0,0.0,0.061875172,0.3199777,0.0,0.0
0.0,0.0,0.0,0.14315608,0.0,0.30075797,0.0,0.064355135,0.24223076,0.0,0.22189502,0.0,0.0,0.0,0.0,0.080164924
